plane	u	v	itype	typecode	x0	y0	irot	nvertices	vx_0	vy_0	vx_1	vy_1	vx_2	vy_2	vx_3	vy_3	vx_4	vy_4	vx_5	vy_5	vx_6	vy_6	icassette	trigRate	trigLinks	dataRate_ld	dataLinks_ld	dataRate_hd	dataLinks_hd	MB	wagon	isEngine	nROCs	power	mrot	phi	HDorLD	hash	hash_hdld	engine_trig_fibres	engine_data_fibres	engine_ctrl_fibres	dataPp0	trigPp0	dataPp0_type	trigPp0_type	dataPp1	trigPp1	dataPp1_type	trigPp1_type	dataPp2	DAQ
13	2	8	WW21D1	WW21D1	-324.599	1101.677	5	3	2	8	2	9	2	10	-	-	-	ZPHSN0	-	-	-	-	2	7	6	3	3	1	0	105	0	0	0	-	2	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0101F3030F2031d10	TW.6:X.0	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:X.0"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
13	2	10	ZPHSN0	ZPHSN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
13	2	10	CM3HTT	CM3HTT	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
13	2	7.5	EL10W0	EL10W0	-293.37	1093.588	5	W	2	7	2	8	-	-	-	-	-	-	-	-	-	-	2	14	14	7	5	-	-	105	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.2:WM1.2,TW.3:WM2.0,TW.4:WM2.1,TW.5:WM3.0,TW.6:EM1.3,TE.0:EM2.3,TE.1:EM2.2,TE.2:EM2.1,TE.3:EM2.0,TE.4:EM1.2,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0,D1.5:EM2.0"	TW.6:X.0:EM1.3	-	-	-	-	-	-
32	10	7	WW21B1	WW21B1	1043.821	979.969	4	3	10	7	11	8	12	9	-	-	-	ZPHSN0	-	-	-	-	2	7	6	3	3	1	0	16	0	0	0	-	1	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0101F2030F2031d20	TW.6:X.0	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1,TW.6:X.0"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
32	12	9	ZPHSN0	ZPHSN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
32	12	9	CM3HTT	CM3HTT	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
32	9.5	6.5	EL10W0	EL10W0	1052.43	948.88	4	W	9	6	10	7	-	-	-	-	-	-	-	-	-	-	2	14	14	7	7	-	-	16	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.2:WM2.0,TW.3:WM2.1,TW.4:WM3.0,TW.5:WM3.1,TW.6:EM4.1,TE.0:EM4.0,TE.1:EM3.1,TE.2:EM3.0,TE.3:EM2.1,TE.4:EM2.0,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.3:EM4.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	TW.6:X.0:EM4.1	-	-	-	-	-	-
32	3	10	WW21B1	WW21B1	-326.759	1393.969	5	3	3	10	3	11	3	12	-	-	-	ZPHSN0	-	-	-	-	4	7	6	3	3	1	0	17	0	0	0	-	2	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0101F2030F2031d20	TW.6:X.0	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1,TW.6:X.0"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
32	3	12	ZPHSN0	ZPHSN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
32	3	12	CM3HTT	CM3HTT	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
32	3	9.5	EL10W0	EL10W0	-295.535	1385.875	5	W	3	9	3	10	-	-	-	-	-	-	-	-	-	-	4	14	14	7	7	-	-	17	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.2:WM2.0,TW.3:WM2.1,TW.4:WM3.0,TW.5:WM3.1,TW.6:EM4.1,TE.0:EM4.0,TE.1:EM3.1,TE.2:EM3.0,TE.3:EM2.1,TE.4:EM2.0,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.3:EM4.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	TW.6:X.0:EM4.1	-	-	-	-	-	-
33	10	8	WW21B1	WW21B1	960.001	1125.139	4	3	10	8	11	9	12	10	-	-	-	ZPHSN0	-	-	-	-	2	7	6	3	3	1	0	14	0	0	0	-	1	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0101F2030F2031d20	TW.6:X.0	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1,TW.6:X.0"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
33	12	10	ZPHSN0	ZPHSN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
33	12	10	CM3HTT	CM3HTT	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
33	9.5	7.5	EL10W0	EL10W0	968.61	1094.055	4	W	9	7	10	8	-	-	-	-	-	-	-	-	-	-	2	14	14	7	7	-	-	14	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.2:WM2.0,TW.3:WM2.1,TW.4:WM3.0,TW.5:WM3.1,TW.6:EM4.1,TE.0:EM4.0,TE.1:EM3.1,TE.2:EM3.0,TE.3:EM2.1,TE.4:EM2.0,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.3:EM4.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	TW.6:X.0:EM4.1	-	-	-	-	-	-
33	2	10	WW21B1	WW21B1	-494.399	1393.959	5	3	2	10	2	11	2	12	-	-	-	ZPHSN0	-	-	-	-	4	7	6	3	3	1	0	15	0	0	0	-	2	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0101F2030F2031d20	TW.6:X.0	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1,TW.6:X.0"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
33	2	12	ZPHSN0	ZPHSN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
33	2	12	CM3HTT	CM3HTT	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
33	2	9.5	EL10W0	EL10W0	-463.17	1385.87	5	W	2	9	2	10	-	-	-	-	-	-	-	-	-	-	4	14	14	7	7	-	-	15	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.2:WM2.0,TW.3:WM2.1,TW.4:WM3.0,TW.5:WM3.1,TW.6:EM4.1,TE.0:EM4.0,TE.1:EM3.1,TE.2:EM3.0,TE.3:EM2.1,TE.4:EM2.0,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.3:EM4.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	TW.6:X.0:EM4.1	-	-	-	-	-	-
34	1	8	WW21B1	WW21B1	-494.399	1006.809	5	3	1	8	1	9	1	10	-	-	-	ZPHSN0	-	-	-	-	4	7	6	3	3	1	0	1	0	0	0	-	2	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0101F2030F2031d20	TW.6:X.0	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1,TW.6:X.0"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
34	1	10	ZPHSN0	ZPHSN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34	1	10	CM3HTT	CM3HTT	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34	1	7.5	EL10W0	EL10W0	-463.17	998.72	5	W	1	7	1	8	-	-	-	-	-	-	-	-	-	-	4	14	14	7	7	-	-	1	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.2:WM2.0,TW.3:WM2.1,TW.4:WM3.0,TW.5:WM3.1,TW.6:EM4.1,TE.0:EM4.0,TE.1:EM3.1,TE.2:EM3.0,TE.3:EM2.1,TE.4:EM2.0,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.3:EM4.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	TW.6:X.0:EM4.1	-	-	-	-	-	-
34	8	7	WW21B1	WW21B1	708.541	883.169	4	3	8	7	9	8	10	9	-	-	-	ZPHSN0	-	-	-	-	2	7	6	3	3	1	0	9	0	0	0	-	1	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0101F2030F2031d20	TW.6:X.0	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1,TW.6:X.0"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
34	10	9	ZPHSN0	ZPHSN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34	10	9	CM3HTT	CM3HTT	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34	7.5	6.5	EL10W0	EL10W0	717.15	852.085	4	W	7	6	8	7	-	-	-	-	-	-	-	-	-	-	2	14	14	7	7	-	-	9	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.2:WM2.0,TW.3:WM2.1,TW.4:WM3.0,TW.5:WM3.1,TW.6:EM4.1,TE.0:EM4.0,TE.1:EM3.1,TE.2:EM3.0,TE.3:EM2.1,TE.4:EM2.0,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.3:EM4.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	TW.6:X.0:EM4.1	-	-	-	-	-	-
35	1	7	WW21B1	WW21B1	-410.579	1055.209	5	3	1	7	1	8	1	9	-	-	-	ZPHSN0	-	-	-	-	4	7	6	3	3	1	0	1	0	0	0	-	2	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0101F2030F2031d20	TW.6:X.0	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1,TW.6:X.0"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
35	1	9	ZPHSN0	ZPHSN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
35	1	9	CM3HTT	CM3HTT	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
35	1	6.5	EL10W0	EL10W0	-379.35	1047.12	5	W	1	6	1	7	-	-	-	-	-	-	-	-	-	-	4	14	14	7	7	-	-	1	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.2:WM2.0,TW.3:WM2.1,TW.4:WM3.0,TW.5:WM3.1,TW.6:EM4.1,TE.0:EM4.0,TE.1:EM3.1,TE.2:EM3.0,TE.3:EM2.1,TE.4:EM2.0,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.3:EM4.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	TW.6:X.0:EM4.1	-	-	-	-	-	-
35	7	6	WW21B1	WW21B1	624.721	931.569	4	3	7	6	8	7	9	8	-	-	-	ZPHSN0	-	-	-	-	2	7	6	3	3	1	0	8	0	0	0	-	1	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0101F2030F2031d20	TW.6:X.0	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1,TW.6:X.0"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
35	9	8	ZPHSN0	ZPHSN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
35	9	8	CM3HTT	CM3HTT	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
35	6.5	5.5	EL10W0	EL10W0	633.33	900.48	4	W	6	5	7	6	-	-	-	-	-	-	-	-	-	-	2	14	14	7	7	-	-	8	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.2:WM2.0,TW.3:WM2.1,TW.4:WM3.0,TW.5:WM3.1,TW.6:EM4.1,TE.0:EM4.0,TE.1:EM3.1,TE.2:EM3.0,TE.3:EM2.1,TE.4:EM2.0,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.3:EM4.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	TW.6:X.0:EM4.1	-	-	-	-	-	-
36	1	8	WW21B1	WW21B1	-494.399	1006.809	5	3	1	8	1	9	1	10	-	-	-	ZPHSN0	-	-	-	-	4	7	6	3	3	1	0	1	0	0	0	-	2	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0101F2030F2031d20	TW.6:X.0	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1,TW.6:X.0"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
36	1	10	ZPHSN0	ZPHSN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
36	1	10	CM3HTT	CM3HTT	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
36	1	7.5	EL10W0	EL10W0	-463.17	998.72	5	W	1	7	1	8	-	-	-	-	-	-	-	-	-	-	4	14	14	7	7	-	-	1	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.2:WM2.0,TW.3:WM2.1,TW.4:WM3.0,TW.5:WM3.1,TW.6:EM4.1,TE.0:EM4.0,TE.1:EM3.1,TE.2:EM3.0,TE.3:EM2.1,TE.4:EM2.0,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.3:EM4.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	TW.6:X.0:EM4.1	-	-	-	-	-	-
36	8	7	WW21B1	WW21B1	708.541	883.169	4	3	8	7	9	8	10	9	-	-	-	ZPHSN0	-	-	-	-	2	7	6	3	3	1	0	9	0	0	0	-	1	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0101F2030F2031d20	TW.6:X.0	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1,TW.6:X.0"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
36	10	9	ZPHSN0	ZPHSN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
36	10	9	CM3HTT	CM3HTT	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
36	7.5	6.5	EL10W0	EL10W0	717.15	852.085	4	W	7	6	8	7	-	-	-	-	-	-	-	-	-	-	2	14	14	7	7	-	-	9	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.2:WM2.0,TW.3:WM2.1,TW.4:WM3.0,TW.5:WM3.1,TW.6:EM4.1,TE.0:EM4.0,TE.1:EM3.1,TE.2:EM3.0,TE.3:EM2.1,TE.4:EM2.0,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.3:EM4.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	TW.6:X.0:EM4.1	-	-	-	-	-	-
37	1	7	WW21B1	WW21B1	-410.579	1055.209	5	3	1	7	1	8	1	9	-	-	-	ZPHSN0	-	-	-	-	4	7	6	3	3	1	0	1	0	0	0	-	2	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0101F2030F2031d20	TW.6:X.0	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1,TW.6:X.0"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
37	1	9	ZPHSN0	ZPHSN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
37	1	9	CM3HTT	CM3HTT	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
37	1	6.5	EL10W0	EL10W0	-379.35	1047.12	5	W	1	6	1	7	-	-	-	-	-	-	-	-	-	-	4	14	14	7	7	-	-	1	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.2:WM2.0,TW.3:WM2.1,TW.4:WM3.0,TW.5:WM3.1,TW.6:EM4.1,TE.0:EM4.0,TE.1:EM3.1,TE.2:EM3.0,TE.3:EM2.1,TE.4:EM2.0,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.3:EM4.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	TW.6:X.0:EM4.1	-	-	-	-	-	-
37	7	6	WW21B1	WW21B1	624.721	931.569	4	3	7	6	8	7	9	8	-	-	-	ZPHSN0	-	-	-	-	2	7	6	3	3	1	0	9	0	0	0	-	1	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0101F2030F2031d20	TW.6:X.0	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1,TW.6:X.0"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
37	9	8	ZPHSN0	ZPHSN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
37	9	8	CM3HTT	CM3HTT	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
37	6.5	5.5	EL10W0	EL10W0	633.33	900.48	4	W	6	5	7	6	-	-	-	-	-	-	-	-	-	-	2	14	14	7	7	-	-	9	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.2:WM2.0,TW.3:WM2.1,TW.4:WM3.0,TW.5:WM3.1,TW.6:EM4.1,TE.0:EM4.0,TE.1:EM3.1,TE.2:EM3.0,TE.3:EM2.1,TE.4:EM2.0,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.3:EM4.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	TW.6:X.0:EM4.1	-	-	-	-	-	-
34	5	1	WW21B1	WW21B1	822.42	26.85	0	3	5	1	4	1	3	1	-	-	-	ZPHSN0	-	-	-	-	1	7	6	3	3	1	0	15	0	0	0	-	3	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0101F2030F2031d20	TW.6:X.0	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1,TW.6:X.0"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
34	3	1	ZPHSN0	ZPHSN0	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34	3	1	CM3HTT	CM3HTT	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34	5.5	1	EL10E0	EL10E0	845.04	49.85	0	E	6	1	5	1	-	-	-	-	-	-	-	-	-	-	1	14	14	7	7	-	-	15	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.2:WM2.0,TW.3:WM2.1,TW.4:WM3.0,TW.5:WM3.1,TW.6:EM4.1,TE.0:EM4.0,TE.1:EM3.1,TE.2:EM3.0,TE.3:EM2.1,TE.4:EM2.0,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.3:EM4.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	TW.6:X.0:EM4.1	-	-	-	-	-	-
35	4	4	WW21B1	WW21B1	387.959	725.661	1	3	4	4	3	3	2	2	-	-	-	ZPHSN0	-	-	-	-	3	7	6	3	3	1	0	7	0	0	0	-	4	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0101F2030F2031d20	TW.6:X.0	"TW.0:M1.0,TW.1:M1.1,TW.2:M2.0,TW.3:M2.1,TW.4:M3.0,TW.5:M3.1,TW.6:X.0"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
35	2	2	ZPHSN0	ZPHSN0	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
35	2	2	CM3HTT	CM3HTT	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
