plane	u	v	itype	typecode	x0	y0	irot	nvertices	vx_0	vy_0	vx_1	vy_1	vx_2	vy_2	vx_3	vy_3	vx_4	vy_4	vx_5	vy_5	vx_6	vy_6	icassette	trigRate	trigLinks	dataRate_ld	dataLinks_ld	dataRate_hd	dataLinks_hd	MB	wagon	isEngine	nROCs	power	mrot	phi	HDorLD	hash	hash_hdld	engine_trig_fibres	engine_data_fibres	engine_ctrl_fibres	dataPp0	trigPp0	dataPp0_type	trigPp0_type	dataPp1	trigPp1	dataPp1_type	trigPp1_type	dataPp2	DAQ
1	4	8	WW21C1	WW21C1	50.513	1207.671	1	3	4	8	4	9	4	10	-	-	-	ZPHSN0	-	-	-	-	2	7	7	3	3	0	0	111	0	0	0	-	4	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0100F3014F2031d20	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
1	4	10	ZPHSN0	ZPHSN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	4	10	CM3SRD	CM3SRD	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	4.5	8.5	EL10E0	EL10E0	41.907	1238.764	1	E	5	9	4	8	-	-	-	-	-	-	-	-	-	-	2	14	13	7	6	-	-	111	-	1	-	-	-	-	0	-	-	2	1	1	1	"TW.0:WM1.0,TW.1:WM1.1,TW.2:WM1.2,TW.3:WM2.0,TW.4:WM2.1,TW.5:WM3.0,TW.6:WM3.1,TE.0:EM3.1,TE.1:EM3.0,TE.2:EM2.1,TE.3:EM2.0,TE.5:EM1.1,TE.6:EM1.0"	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	-	-	-	-	-	-	-
12	8	4	WW21C1	WW21C1	-1020.611	647.591	2	3	8	4	9	4	10	4	-	-	-	ZPLRN0	-	-	-	-	1	7	0	3	3	0	0	11	0	0	0	-	5	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0100F3014F2031d20	-	-	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
12	10	4	ZPLRN0	ZPLRN0	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12	10	4	CM3LRT	CM3LRT	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12	8.5	4.5	EL10E0	EL10E0	-1051.845	655.68	2	E	9	5	8	4	-	-	-	-	-	-	-	-	-	-	1	14	0	7	6	-	-	11	-	1	-	-	-	-	0	-	-	0	1	1	1	-	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	-	-	-	-	-	-	-
12	4	8	WW21C1	WW21C1	50.525	1207.671	1	3	4	8	5	9	6	10	-	-	-	ZPLRN0	-	-	-	-	2	7	0	3	3	0	0	111	0	0	0	-	4	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0100F3014F2031d20	-	-	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
12	6	10	ZPLRN0	ZPLRN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12	6	10	CM3LRT	CM3LRT	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12	4	8.5	EL10E0	EL10E0	41.913	1238.764	1	E	4	9	4	8	-	-	-	-	-	-	-	-	-	-	2	14	0	7	6	-	-	111	-	1	-	-	-	-	0	-	-	0	1	1	1	-	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	-	-	-	-	-	-	-
14	8	4	WW21C1	WW21C1	-1020.611	647.591	2	3	8	4	9	4	10	4	-	-	-	ZPLRN0	-	-	-	-	1	7	0	3	3	0	0	11	0	0	0	-	5	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0100F3014F2031d20	-	-	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
14	10	4	ZPLRN0	ZPLRN0	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
14	10	4	CM3LRT	CM3LRT	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
14	8.5	4.5	EL10E0	EL10E0	-1051.845	655.68	2	E	9	5	8	4	-	-	-	-	-	-	-	-	-	-	1	14	0	7	6	-	-	11	-	1	-	-	-	-	0	-	-	0	1	1	1	-	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	-	-	-	-	-	-	-
14	4	8	WW21C1	WW21C1	50.525	1207.671	1	3	4	8	5	9	6	10	-	-	-	ZPLRN0	-	-	-	-	2	7	0	3	3	0	0	111	0	0	0	-	4	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0100F3014F2031d20	-	-	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
14	6	10	ZPLRN0	ZPLRN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
14	6	10	CM3LRT	CM3LRT	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
14	4	8.5	EL10E0	EL10E0	41.913	1238.764	1	E	4	9	4	8	-	-	-	-	-	-	-	-	-	-	2	14	0	7	6	-	-	111	-	1	-	-	-	-	0	-	-	0	1	1	1	-	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	-	-	-	-	-	-	-
16	8	4	WW21C1	WW21C1	-1020.611	647.591	2	3	8	4	9	4	10	4	-	-	-	ZPLRN0	-	-	-	-	1	7	0	3	3	0	0	11	0	0	0	-	5	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0100F3014F2031d20	-	-	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
16	10	4	ZPLRN0	ZPLRN0	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
16	10	4	CM3LRT	CM3LRT	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
16	8.5	4.5	EL10E0	EL10E0	-1051.845	655.68	2	E	9	5	8	4	-	-	-	-	-	-	-	-	-	-	1	14	0	7	6	-	-	11	-	1	-	-	-	-	0	-	-	0	1	1	1	-	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	-	-	-	-	-	-	-
16	4	8	WW21C1	WW21C1	50.525	1207.671	1	3	4	8	5	9	6	10	-	-	-	ZPLRN0	-	-	-	-	2	7	0	3	3	0	0	111	0	0	0	-	4	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0100F3014F2031d20	-	-	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
16	6	10	ZPLRN0	ZPLRN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
16	6	10	CM3LRT	CM3LRT	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
16	4	8.5	EL10E0	EL10E0	41.913	1238.764	1	E	4	9	4	8	-	-	-	-	-	-	-	-	-	-	2	14	0	7	6	-	-	111	-	1	-	-	-	-	0	-	-	0	1	1	1	-	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	-	-	-	-	-	-	-
18	8	4	WW21C1	WW21C1	-1020.611	647.591	2	3	8	4	9	4	10	4	-	-	-	ZPLRN0	-	-	-	-	1	7	0	3	3	0	0	11	0	0	0	-	5	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0100F3014F2031d20	-	-	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
18	10	4	ZPLRN0	ZPLRN0	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
18	10	4	CM3LRT	CM3LRT	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
18	8.5	4.5	EL10E0	EL10E0	-1051.845	655.68	2	E	9	5	8	4	-	-	-	-	-	-	-	-	-	-	1	14	0	7	6	-	-	11	-	1	-	-	-	-	0	-	-	0	1	1	1	-	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	-	-	-	-	-	-	-
18	4	8	WW21C1	WW21C1	50.525	1207.671	1	3	4	8	5	9	6	10	-	-	-	ZPLRN0	-	-	-	-	2	7	0	3	3	0	0	111	0	0	0	-	4	-	0	-	-	"TW.0:M1.0,TW.1:M1.1,TW.2:M1.2,TW.3:M2.0,TW.4:M2.1,TW.5:M3.0,TW.6:M3.1"	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	0100F3014F2031d20	-	-	"D1.0:M1.0,D1.1:M2.0,D1.2:M3.0"	-	-	-	-	-	-	-
18	6	10	ZPLRN0	ZPLRN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
18	6	10	CM3LRT	CM3LRT	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
18	4	8.5	EL10E0	EL10E0	41.913	1238.764	1	E	4	9	4	8	-	-	-	-	-	-	-	-	-	-	2	14	0	7	6	-	-	111	-	1	-	-	-	-	0	-	-	0	1	1	1	-	"D1.0:WM1.0,D1.1:WM2.0,D1.2:WM3.0,D1.4:EM1.0,D1.5:EM2.0,D1.6:EM3.0"	-	-	-	-	-	-	-
1	9	4	WE12A1	WE12A1	1238.78	560.09	0	3	9	4	10	4	10	5	-	-	ZPHSN0	ZPHSN0	-	-	-	-	1	7	6	4	3	0	0	11	1	0	0	-	0	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M2.0,TE.2:M2.1,TE.1:M3.0,TE.0:M3.1"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	0000F3015d2000d20	-	"TE.0:M3.1,TE.1:M3.0,TE.2:M2.1,TE.3:M2.0,TE.5:M1.1,TE.6:M1.0"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	-	-	-	-	-	-	-
1	10	4	ZPHSN0	ZPHSN0	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	10	4	CM3SLT	CM3SLT	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	10	5	ZPHSN0	ZPHSN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	10	5	CM3SRD	CM3SRD	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	5	9	WE12A1	WE12A1	134.338	1352.86	1	3	5	9	6	10	5	10	-	-	ZPHSN0	ZPHSN0	-	-	-	-	2	7	6	4	3	0	0	111	1	0	0	-	1	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M2.0,TE.2:M2.1,TE.1:M3.0,TE.0:M3.1"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	0000F3015d2000d20	-	"TE.0:M3.1,TE.1:M3.0,TE.2:M2.1,TE.3:M2.0,TE.5:M1.1,TE.6:M1.0"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	-	-	-	-	-	-	-
1	6	10	ZPHSN0	ZPHSN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	6	10	CM3SLT	CM3SLT	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	5	10	ZPHSN0	ZPHSN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	5	10	CM3SRD	CM3SRD	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
3	9	4	WE12A1	WE12A1	1238.78	560.09	0	3	9	4	10	4	10	5	-	-	ZPHSN0	ZPHSN0	-	-	-	-	1	7	7	4	3	0	0	10	1	0	0	-	0	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M2.0,TE.2:M2.1,TE.1:M3.0,TE.0:M3.1"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	0000F3015d2000d20	-	"TE.0:M3.1,TE.1:M3.0,TE.2:M2.1,TE.3:M2.0,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	-	-	-	-	-	-	-
3	10	4	ZPHSN0	ZPHSN0	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
3	10	4	CM3SLT	CM3SLT	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
3	10	5	ZPHSN0	ZPHSN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
3	10	5	CM3SRD	CM3SRD	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
3	5	9	WE12A1	WE12A1	134.338	1352.86	1	3	5	9	6	10	5	10	-	-	ZPHSN0	ZPHSN0	-	-	-	-	2	7	7	4	3	0	0	110	1	0	0	-	1	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M2.0,TE.2:M2.1,TE.1:M3.0,TE.0:M3.1"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	0000F3015d2000d20	-	"TE.0:M3.1,TE.1:M3.0,TE.2:M2.1,TE.3:M2.0,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	-	-	-	-	-	-	-
3	6	10	ZPHSN0	ZPHSN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
3	6	10	CM3SLT	CM3SLT	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
3	5	10	ZPHSN0	ZPHSN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
3	5	10	CM3SRD	CM3SRD	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5	9	4	WE12A1	WE12A1	1238.78	560.09	0	3	9	4	10	4	10	5	-	-	ZPRLN0	ZPHSN0	-	-	-	-	1	7	7	4	3	0	0	10	1	0	0	-	0	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M2.0,TE.2:M2.1,TE.1:M3.0,TE.0:M3.1"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	0000F3015d2000d20	-	"TE.0:M3.1,TE.1:M3.0,TE.2:M2.1,TE.3:M2.0,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	-	-	-	-	-	-	-
5	10	4	ZPRLN0	ZPRLN0	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5	10	4	CM3RLD	CM3RLD	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5	10	5	ZPHSN0	ZPHSN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5	10	5	CM3SRD	CM3SRD	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5	5	9	WE12A1	WE12A1	134.338	1352.86	1	3	5	9	6	10	5	10	-	-	ZPRLN0	ZPHSN0	-	-	-	-	2	7	7	4	3	0	0	110	1	0	0	-	1	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M2.0,TE.2:M2.1,TE.1:M3.0,TE.0:M3.1"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	0000F3015d2000d20	-	"TE.0:M3.1,TE.1:M3.0,TE.2:M2.1,TE.3:M2.0,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	-	-	-	-	-	-	-
5	6	10	ZPRLN0	ZPRLN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5	6	10	CM3RLD	CM3RLD	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5	5	10	ZPHSN0	ZPHSN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5	5	10	CM3SRD	CM3SRD	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
7	9	4	WE12A1	WE12A1	1238.78	560.09	0	3	9	4	10	4	10	5	-	-	ZPRLN0	ZPHSN0	-	-	-	-	1	7	7	4	3	0	0	11	1	0	0	-	0	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M2.0,TE.2:M2.1,TE.1:M3.0,TE.0:M3.1"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	0000F3015d2000d20	-	"TE.0:M3.1,TE.1:M3.0,TE.2:M2.1,TE.3:M2.0,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	-	-	-	-	-	-	-
7	10	4	ZPRLN0	ZPRLN0	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
7	10	4	CM3RLD	CM3RLD	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
7	10	5	ZPHSN0	ZPHSN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
7	10	5	CM3SRD	CM3SRD	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
7	5	9	WE12A1	WE12A1	134.338	1352.86	1	3	5	9	6	10	5	10	-	-	ZPRLN0	ZPHSN0	-	-	-	-	2	7	7	4	3	0	0	111	1	0	0	-	1	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M2.0,TE.2:M2.1,TE.1:M3.0,TE.0:M3.1"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	0000F3015d2000d20	-	"TE.0:M3.1,TE.1:M3.0,TE.2:M2.1,TE.3:M2.0,TE.4:M1.2,TE.5:M1.1,TE.6:M1.0"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	-	-	-	-	-	-	-
7	6	10	ZPRLN0	ZPRLN0	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
7	6	10	CM3RLD	CM3RLD	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
7	5	10	ZPHSN0	ZPHSN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
7	5	10	CM3SRD	CM3SRD	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12	9	5	WE12A1	WE12A1	-1104.441	792.771	2	3	9	5	10	6	10	5	-	-	ZPRLN0	ZPHSN0	-	-	-	-	1	7	0	4	3	0	0	11	1	0	0	-	2	-	0	-	-	"TE.6:M1.0,TE.5:M1.1,TE.4:M1.2,TE.3:M2.0,TE.2:M2.1,TE.1:M3.0,TE.0:M3.1"	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	0000F3015d2000d20	-	-	"D1.4:M1.0,D1.5:M2.0,D1.6:M3.0"	-	-	-	-	-	-	-
12	10	6	ZPRLN0	ZPRLN0	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12	10	6	CM3RLD	CM3RLD	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12	10	5	ZPHSN0	ZPHSN0	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12	10	5	CM3SRD	CM3SRD	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
